,Hour,Minutes,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,Insect
17,21,51,-149.06170167001684,-45.71764908927246,-108.8554545065898,-83.07582837425169,-30.577091764822757,33.20719641813308,1
18,21,40,-144.6891036875388,3.446513105670579,-171.35617432096396,-82.82765900806615,-104.50341890246548,157.54092709514464,1
19,21,55,149.38565041434492,32.151180041613294,96.40568246720034,-22.466442357109585,-86.61385636069751,-185.62144389023626,1
20,21,29,40.86952257647752,-164.8724908477364,88.57175743572165,-138.64703283213012,68.7429759823253,-75.22257320498238,1
21,20,46,29.681301941414297,-27.605619763261096,-23.742085567566562,-13.384727330580581,101.08601515338664,79.03090239463052,0
22,7,19,-35.407063566859684,127.24918131181924,-42.35004682367555,-61.18787048804886,85.06567956935741,11.662520561125863,2
23,21,10,34.02151429382775,-92.30293819987236,-55.989655166272215,1.4338376026833966,-2.506413789833943,-55.557059765142824,1
24,20,17,-13.992370971451773,37.39407587020285,130.66217925381594,112.12076257528263,134.745360561374,-106.26427119607527,0
25,21,25,-47.30390868816499,-16.804636873196554,74.10310417770796,-12.297079278863954,-88.94739609045776,-11.331413292859539,1
26,5,54,-63.41909516848928,-162.52545237308627,77.70312625586853,112.92433358523203,51.491729317727966,91.57903789145719,0
27,21,3,13.710073174684073,240.88276688217496,57.57624684663853,-190.58006743086798,67.31515987595365,-45.437843157727244,1
28,21,55,103.52051955476603,50.11293864951952,95.5531618082348,-43.37607757960238,0.9760670381030102,-50.585531857343604,1
29,19,6,-7.436910857872238,156.73766544304888,46.64240950464864,-141.9290302620504,32.494575964620495,-7.758705825116813,1
30,21,53,249.48730770791107,-136.68817868431208,-73.80902250206162,8.54747252012713,-52.090488846450036,75.36632988908197,1
31,22,28,-33.1064101858817,-62.80910882773393,-107.51428188453676,127.17668274693703,-213.66677794051566,-111.42225599251607,0
32,21,24,38.12276664688491,149.71415544681386,169.22079712521202,-70.0801321926709,-86.05031181429369,-47.877032562433435,1
33,20,58,26.34781298858131,21.795331458645308,93.56706238052209,209.95958760237988,197.1856630294772,-6.873150615346344,0
34,22,18,-77.00771238928357,81.26577857550966,-18.599193136640444,-7.446604397421764,-52.83049392250635,57.97571174321515,0
35,21,1,-17.703563071373267,-89.05903367616278,-72.20698746335137,61.94598696358828,-85.57381705200416,-24.11628665503409,0
36,22,26,185.37997085111172,-53.835967767997815,-9.198638424173577,125.26003223135646,10.487186110783092,-95.21824936398127,0
37,20,31,219.99357411113544,-141.6745670168293,-128.81133280304056,54.456740465054,60.370047355426735,70.73013716328923,0
38,21,37,7.0763086324715205,40.07979881213235,-9.812289742252212,-45.47809740369529,-196.35744949069166,-57.83600975545497,0
39,21,4,-11.400691759135636,-26.070571022514905,-134.37218158724096,-88.89969259544131,-70.95676978853545,184.76827709490314,1
40,5,23,91.3103337366641,-110.14211438127369,-126.52000351704524,109.64888115699335,19.62883978927359,74.90393090457013,0
41,21,6,-108.21107861948414,44.493592903255085,38.174267712660125,-59.19963589619404,75.17483222098485,152.12786524482823,1
42,15,39,130.0531342843031,-129.56145459639225,-57.59956360887239,107.69344039631386,-9.46573879788327,-53.26392640873213,0
43,21,17,-27.998172892138346,214.17300913941997,-268.8359677625322,206.7185912803919,-206.31268011297675,90.82052715527932,2
44,4,2,126.52285628082825,-21.28670612447312,-107.67604939140638,-202.80357094671527,-134.48297927628104,0.3874452680522985,1
45,23,25,-72.68725478227017,298.9383867889321,-100.93425599334078,12.036733470170446,-37.613154221621826,21.680578229421215,2
46,19,46,101.32335791211456,73.62867986817365,-31.332908723438475,-88.78662813952201,-2.7370407249095363,118.25916900427444,0
47,19,58,-30.61038772677014,144.810603127358,50.45414313859871,70.89968796432412,166.87637424348597,-170.68401804733486,0
48,19,56,11.092814085308,-70.80486638216841,102.19245121809797,174.61662362059548,78.5708348291978,-47.14086455890981,0
49,20,56,106.00833313400892,163.39862837898275,30.113446019163682,-40.722059515614895,57.925141496859545,91.78486958039383,0
50,16,6,-40.4815933991039,124.92769306761913,-3.212599806028882,-130.9263458901476,-21.56728366822199,41.35504574620559,1
51,21,47,12.103048071168615,-38.79977901833187,65.0348854482764,-5.7191986616853985,103.74167969329109,-85.86862163605964,1
52,20,54,-84.74895708922598,-0.9142165287317816,-63.59554212002452,19.18296524018679,70.88847781272003,77.55117346250728,0
53,20,12,-19.191135708114206,-169.37484242794784,-126.26161202273612,108.24647568727342,8.817735507295643,96.44723937716746,0
54,21,55,14.502829847583696,-240.67198941349025,174.63519731076354,-33.655227351169614,-70.25895942829938,116.23956506300759,1
55,21,6,9.666630293920905,54.55979964187947,56.68921778231818,65.55658380076335,7.06015433432017,31.793952771012236,0
56,20,6,68.53637711135865,148.90068915419954,42.70508272364491,-24.7700656799152,-101.25991578256952,62.44169898064078,0
57,21,33,-179.76132403775446,-15.169977427154391,-164.5707608434396,-14.061939302844738,114.77366771150663,-81.15405816469305,1
58,19,37,-129.1519312313158,43.379440743928875,32.29528913162491,18.4427238947518,9.260954189393173,-0.32517261131372344,0
59,21,1,-91.3826064166919,-65.44843875400672,-100.09523065625328,-59.7582842288154,-48.94811113171812,33.13695136652597,1
60,22,56,8.955004550491335,-96.8142361845227,-56.51305862939688,3.3866035968054375,5.605813224692701,31.53779069983898,0
61,22,13,82.58954942924895,130.47281087290403,-114.52969057840225,-31.967026656599185,-77.70576030711086,149.04828742324707,2
62,22,52,-117.7863636306309,110.12751757030057,-68.46881345039282,-85.9972566076098,73.74384387577916,96.47242742124021,0
63,3,53,109.67380848840445,-125.7404865841926,150.61843096807007,231.29031213395587,-81.90442114188093,-59.24511586789465,0
64,18,6,66.05606300946644,-144.17703437570498,-84.91785610745461,124.45055051491485,-93.1763167816895,10.150968529970681,0
65,21,16,234.1581785765141,-58.03239644582643,19.95226750033413,-10.82798739152555,-108.93160891481106,2.5756973085678605,1
66,20,7,-32.155172608511364,259.60271183720954,164.0840261663559,-151.6078738346028,-29.91627598584319,-71.89180050918245,1
67,21,48,-110.80488388867948,240.10340283265643,112.12368488367048,-150.24847825900017,-68.06159593125012,-95.66101141680846,1
68,21,7,-20.55880665822771,-14.612991301700784,-145.13607859842654,-100.54247598229298,-100.75923067287087,1.915584138408775,1
69,19,54,-44.389740089745935,-247.0551545026047,129.92223218880844,119.79020553386394,-125.75625916732756,35.51764818022121,0
70,21,40,-114.8587893858225,20.05516427151465,44.32152437390893,-73.98575411612629,-18.84940032032875,-162.20882568679886,1
71,21,47,-15.316040690521682,115.24673832718373,123.0940075254579,-70.59999430196663,48.08897294055639,-24.52855733214537,1
72,22,12,-83.99219060903637,-37.04911252474552,56.68360307240439,45.969393518346145,39.07257392418748,-118.71218795909617,0
73,21,23,74.58420586758089,-206.49665638048322,76.9661278738016,114.59144825892074,107.66551132182605,-57.267544489994606,1
74,22,34,-60.267920404445675,-174.03628268825491,81.9898105123399,214.86270336769743,-36.94819462972242,-32.422142215199514,0
75,20,24,100.06300616959685,279.66490193407685,-12.622322656386054,-40.42871214760316,-59.49197306804207,-169.1701486004682,2
76,21,36,-12.271586717533687,-29.319542061749644,-102.08293899418253,-145.17513922248213,91.3004240899441,-11.882843667067835,1
77,17,38,-140.362155574253,-143.21071892912633,55.6027968049045,32.99110601959361,-151.11526706414858,126.9393920545266,0
78,21,54,-7.609945902845398,-98.2332628972484,14.566187237704753,-223.93101013366658,138.38848437017384,-143.27156657790056,1
79,19,5,-213.30178368456646,141.07361262498398,66.82601774934957,-87.04054786441264,-7.799692204997644,-155.53997449615892,2
80,22,44,-46.91811059921888,22.057178067201665,-0.014300072811690434,22.968469824859262,86.13196307909934,57.62001999193889,0
81,18,31,151.77549646503672,-15.046471646136073,67.86497263967105,-44.03731648648876,-50.66556519551353,-153.37150415301593,0
82,23,29,76.70641954903726,175.06557098705176,-41.976062181866766,-113.03270060712016,-115.35780299823195,-41.18879530851753,2
83,22,41,18.20519400481037,-193.3770054680667,-63.74129234201591,86.48385001084023,-28.844339574495727,-151.1078444374765,0
84,20,50,46.62147369094372,-140.78324123121212,144.96590940409214,117.07312405971706,158.65652893832083,-107.09799356650613,0
85,21,13,124.00678534150454,-102.9335520061565,-51.621302608072824,40.48947231301347,29.871148484844035,3.579422052062886,1
86,22,35,141.81474302636298,11.009233190506917,46.37586796970579,48.98090563592112,8.998775107726248,2.66135370731694,0
87,19,48,81.19238477100038,-110.18565450280352,173.29647607367193,277.59037852025097,-21.584722962122914,152.2665374721063,0
88,18,48,-62.4348334919286,85.99228568751798,10.668691541644304,-25.918883027372686,-141.78905040946694,201.10904670746433,0
89,11,45,-142.14834954387615,-322.34895078469475,-114.12580754698726,206.23985430316284,89.62831609791974,113.50475203716204,0
90,21,7,-7.258779975623875,-128.07249488174907,-74.86534033054451,103.74152370499272,-37.094447089776644,73.79377357621222,0
91,18,29,-219.35931262143043,-298.26324318716803,302.57442073252747,392.53054742522596,-193.92836918724763,6.6009147675890185,0
92,23,2,-59.79959200840758,105.45470948577673,-38.991231098356565,54.618928626868964,-138.0650400368026,-89.28976748651364,2
93,21,17,-70.73081113612615,213.16507337974713,154.85277762577306,-117.66073595418925,70.6532800159273,12.737098285831602,1
94,21,7,-31.975260986604336,-16.980831513985773,-132.41041157106378,-133.8980739329942,-73.74676484817707,51.75597536236756,1
95,4,48,-8.191389762976613,128.5634642427542,65.07875545786422,-127.98632201311003,-84.85709400678383,-56.035639828230345,1
96,22,32,15.354087573660388,292.6331681275332,-49.34525940372515,36.108014978309114,-14.598649251810677,4.090664516190185,2
97,21,10,55.34594607855837,-11.517981211609118,-8.162171911313,-58.930409459333596,113.68602742989368,128.8353350023911,1
98,22,30,-211.95060823132445,-113.8488180573612,-8.762268019109609,10.559953956178536,85.61041926063763,-93.48100122747651,0
99,21,11,64.18206406281935,145.6149795894037,137.75520141572258,-87.4729819174267,-92.94038059008571,-52.75936077623559,1
100,19,57,158.87761692480885,36.139590097648664,14.411338026290055,156.57518901241616,-46.17774347857654,-47.79875059567872,0
101,21,46,-226.7847072568377,-98.2109917239482,-13.316932713563268,-11.170826115420308,8.970493357730582,31.42277193122065,0
102,22,11,116.30444086009616,-16.326163822268292,48.833303629308446,16.820401735844158,169.55789972608662,-154.01151527218232,0
103,18,7,44.87128044717817,303.03936879968694,95.07962893517985,-97.7552062472163,-21.60735936609478,157.88522788990525,0
104,23,37,-103.28415598667966,88.98742044852803,-14.683532634657137,-53.457163050251275,12.962918824245282,-57.09120170555807,2
105,18,54,-162.2058035238121,-67.54613566544381,-38.6019192396146,-50.0013793137152,-2.1992907979176146,-73.97343729915082,0
106,21,12,136.01913063246192,-152.81510238102817,-15.124248605894685,22.722683534155763,140.39599055397355,-35.78845047052015,1
107,22,23,107.99199638193937,24.605396445574247,21.245612868539414,-21.018956572316505,16.033173190555114,164.65256217673323,0
108,21,32,-36.01736106992025,-209.6689734296108,115.28983548440961,4.714761874112505,-96.76955801757806,-80.18150048017446,1
109,21,32,-240.34131690341803,32.03718583911135,68.98364094057933,-25.450016679289167,-4.056925726863472,-54.22861510697572,1
110,18,1,-47.4390375916613,-85.5534095351327,-128.4167803846215,54.1952025475439,43.72701713887695,115.91698473795961,0
111,12,52,26.380605769837235,-43.22179340233176,34.135886757469166,-322.6387290599021,117.3554327084478,29.91659855760631,2
112,21,13,-59.41191637372698,-106.83377493621022,32.29241839704992,15.451666725255542,95.4280089688605,-30.474323757820176,1
113,6,26,69.99378042144218,-88.04980133205197,-23.01252558120036,-141.4421136286642,98.07987965493548,-190.5058295527971,1
114,22,32,20.976622871127514,-66.4865891714874,124.47326190331181,156.303736379364,100.01753670907465,-41.02110344955695,0
115,11,56,111.81779658404703,-328.7009642017317,205.78752283818443,145.02152285352966,15.835527521702106,158.09386074448506,0
116,21,24,135.40317356171485,37.244641879561534,-191.31318855487274,-210.12627856893968,-82.73848678874178,127.91017599677102,1
117,21,51,-8.772448983443473,-81.02567180262452,163.29002035312473,61.881338278403476,-36.93760829453229,130.19636218338542,0
118,21,52,-23.52259207613387,27.169190576165303,-17.96372070110769,-19.80481162638882,86.17137584559825,-114.09165532467105,0
119,21,22,162.5386334195108,-83.51763275720717,-38.31511748957089,-121.43875957695218,-78.90692658711082,151.96874666738276,1
120,19,13,156.0338823174916,-273.8800334790944,-159.30089510829913,154.00928146298008,232.125811466985,-1.3124732382737865,0
121,22,5,-200.50005244092003,14.422874374166062,-31.47411901625542,-88.15128461704292,118.83527800205817,38.61763615234985,0
122,18,26,-51.44066320477152,52.180371885162444,-82.45245421746041,-98.55369488481102,174.9523863221073,-127.91544279545606,0
123,22,18,-108.57007174592769,-24.71860005263995,-182.82327141002165,-184.3966384838589,-74.3678815541125,-173.16190631707804,0
124,21,33,-110.21794314912783,313.66596023186366,190.16335614638763,-169.66739641013996,91.46090857995804,87.99912161955174,1
125,21,28,-123.59308149985912,-30.9469660981332,-59.58367536627952,71.39566551386532,205.16800846911872,-6.840050535744625,0
126,21,23,63.58010253587034,19.231986632072008,-154.1902040044677,-234.7629808584257,-15.370037596391434,-73.17386056892859,1
127,21,39,-65.0881192518563,-5.735321853935105,70.06843589904392,-12.668664408528308,117.63099081594615,-139.29755752991016,1
128,21,30,35.883405645387306,-225.7170951986522,142.00822677292732,4.7529354030712785,27.68949009333486,1.2449679931229447,1
129,22,23,-68.26238048248975,-208.03724548673551,-139.58768597609495,170.9438777316189,-67.35781492326059,16.499696985689795,0
130,18,4,129.92163593290894,2.6043870959619686,135.6729212950483,195.8405036790597,-116.2036173830937,23.92520596497015,0
131,19,32,-149.47620725826525,-55.213419302945496,-73.99445814332735,58.824120073645105,-41.38444900865325,-117.30195151905971,0
132,21,0,-71.24212343458915,-57.28380310449532,-116.83605749634137,2.3564933757075024,-81.23779933155546,183.92364903120526,1
133,22,36,-165.89280183491832,-41.64732815489573,43.418824895403155,74.0995786616769,-196.70949290416615,71.32790977464045,0
134,18,11,-57.04334015710981,-136.7456012021887,47.752912698057656,200.22184300091658,203.8362877475529,31.944769882023667,0
135,21,27,47.29569964411831,-48.276487994556994,-36.198053117940155,-67.50745432382439,-91.98293522827453,-19.056685526228907,0
136,21,35,145.85002426570483,-29.165378083412353,-95.99865241562125,-180.86870872144476,-77.16134908165586,-13.987998712202037,1
137,21,2,96.7387189050977,-225.26553125384643,163.44250361998905,207.74316681179047,-158.3690856524245,39.990821307100624,0
138,21,29,-146.51440938499468,50.29146736801802,-37.9841121343821,3.734444349449295,40.56722341081547,32.46633050715529,0
139,21,57,117.00326719556324,-139.31633915320515,44.40507713787514,-99.34498045355575,-70.32985163203514,130.67705842863666,1
140,21,19,-66.43399699812944,-130.90700767919367,33.508388306171646,56.4285916248322,-65.7697929901354,36.68787853373839,1
141,21,21,143.78201480034883,136.02096314020855,7.448115443258796,-136.6186682937579,-69.74217648310791,-107.76263015890859,1
142,21,47,264.42708835071863,-175.3255015155704,317.1042007070536,230.613007698488,-151.72215668989983,177.96396498686434,0
143,18,41,90.78310341559013,-167.6121667604446,-139.38619268182896,99.2875931586825,-137.18987662427065,-71.1052126272735,0
144,20,27,-129.4161045198546,6.671377061436834,61.4985190946026,122.66198219285455,-86.26760182781916,110.40468762364857,0
145,21,10,-4.639601078867627,-20.010253617120767,24.650106167531007,-21.896514162941006,-113.57324457372462,165.6219266850525,1
146,21,40,-20.859336150884673,-101.06671680948149,41.5784967572292,30.55578137607362,-58.048690040488495,23.088005149297565,1
147,21,14,-92.21618165196348,1.1511091040568688,-50.87647201453001,-86.81008423546504,-68.00997870411636,112.63471989362877,1
148,18,43,-7.01520175694277,79.87099776474484,-26.865666010387468,32.27023293401264,-3.409145239585435,36.80729569730933,0
149,21,36,32.15407047474829,30.490432601490735,33.236171912509164,-63.88507710204567,232.43364402040973,-145.79760792725594,1
150,20,37,200.36392805292596,-31.522125119486542,128.33850074754704,124.0064050554158,57.65263594016492,-272.31181401743356,0
151,21,18,-191.553496546229,-72.40394522187883,-58.983968574543674,-62.01270301049438,-29.00072968108116,17.019661630147297,1
152,4,3,-84.63719226443779,-62.26786318597837,113.08041557891646,135.28331263411891,-22.961753454617657,120.14161440163431,0
153,21,24,231.55600385074445,-161.66406351425434,15.643790427159953,123.58889461509486,-32.95667739404886,-52.3471039151895,1
154,22,8,178.9542366516131,-210.75854397600128,-3.500455901932076,87.6997046144337,25.361735247589234,-6.882270086018673,0
155,23,52,-48.76263927556894,30.27328761797911,124.73609250063691,-94.25222972683878,-50.86269460800092,171.03289227878867,2
156,18,49,-71.47868736393754,-50.9703144404281,-128.4076265800822,14.452976248990456,-100.85908144008837,30.628258275826205,0
157,21,40,-52.98269038840547,-155.08597169510358,110.73677619126778,175.13109458214038,-102.32361636729512,70.71770502772736,0
158,21,2,146.21476019745384,50.57463121223428,-46.02940323541749,-83.42064618820568,-86.65016542298406,61.389039597201325,2
159,21,44,-73.01748006971961,-184.3598269081997,258.4883283307259,204.98527701181484,139.67509898838998,40.85930884352311,0
160,23,34,-74.45490680931341,176.31295888744836,-177.77366887341654,104.94817118235137,103.6280055801191,37.098568131747484,2
161,22,0,-57.440893688383966,96.08146556988197,-10.554917567984191,-28.96062964349393,25.3769341815486,5.822798196806563,0
162,20,25,-132.26779724081013,-70.7930583500359,-56.12054028668743,-117.79044032970015,6.019491736422617,77.9627153175533,0
163,21,17,47.23133919615648,-204.6348796110916,119.94290405487985,-17.618666910522506,-40.771752758941595,-191.7984132874748,1
164,20,13,-115.28223828491974,73.93194144657275,-6.531262443250007,-15.385582893839489,188.62073216815264,-138.37850593096476,0
165,2,46,-35.37741309768742,-109.07362452481244,-152.57387369455557,58.64712238987684,3.0386440282447835,67.8507284799322,0
166,13,7,23.440166177162524,9.975562672504967,-139.58660524697626,-230.60024404043648,-71.63509496144722,-122.59175742491455,1
167,18,2,92.37652910814509,-5.452475494701304,14.31751912084932,-27.816901720883834,-46.67256294459095,-61.96955219070925,0
168,21,43,199.75389988638128,-10.371397948908234,139.1418721192982,216.76655369851713,87.44921761394814,140.56985653457903,0
169,21,10,114.21976955943849,29.123304558776113,83.68470809059207,-39.0934750630362,108.98686609663505,27.07929631005581,1
170,21,6,13.440269018917354,85.68685398540774,101.26721056593526,-55.24171210978426,-47.66060610909902,-3.315169944191891,1
171,18,0,88.1653330759969,-15.14588594747015,5.522942238984752,106.62253961149533,26.653252773025986,-251.12626512932826,0
172,21,58,-24.07677428122742,69.51770281586124,60.28693009369716,-88.71876228581154,28.973084149046564,30.68181224731548,1
173,21,3,-37.22714976047169,-61.835179557297295,20.014897699367012,-4.025159158064795,196.58380702201953,77.20961341277277,1
174,20,53,87.05833238345379,-290.8434757560058,-114.71110937127487,214.76243150756326,-102.80893094818522,85.66011795754825,0
175,21,5,-28.213246639935434,50.97031642969674,113.81540356787845,-37.06754341912605,-23.475548048786422,112.65981078818812,1
176,21,49,53.77424349138465,-43.318423339468495,-122.65623077617886,-32.7202569425505,-219.71151304416816,-57.960983801268405,1
177,18,56,-95.55119534551602,145.3134832353211,-0.5413086797751432,-115.53459972704583,155.4966127872117,7.563950402596961,0
178,21,45,36.84680362460408,-84.76862094146031,-78.0576003777458,29.68118935922629,-50.69617814402728,-106.56891754547064,1
179,22,22,12.430089073878433,-189.60073157542584,-112.98900893019994,104.64782318017305,-96.23085337016869,82.36116311024576,0
180,22,11,-6.181981855239737,-113.6405893562976,-137.10775591759523,127.63690609102632,-81.01004170396185,-236.6896439890572,0
181,21,33,17.69251072461028,212.22492014304873,30.901133606357156,-160.3813295484715,-79.99838175701764,91.25356755359367,2
182,18,55,24.93891085482456,5.359726505585094,-53.76684537767936,-37.17939490213868,-44.49121066329905,71.88138640449623,0
183,19,25,-68.82405527051736,125.11259237081822,-113.58443029904839,14.564189421066898,-69.09980142715696,103.11505203921709,2
184,21,54,19.50865875547838,-137.1611138306077,33.53281132489086,-71.79937790005395,-158.91771127447498,42.71988106812513,1
185,21,16,51.60423764411494,69.85978494048035,-261.0387244326551,-141.11109588142887,110.50773567648994,61.67844975294853,1
186,20,20,73.33432304985328,-25.10560162236996,-109.63156224088225,-7.363716133219034,-92.8373738438357,115.43401726651909,0
187,21,56,-44.43028996661004,45.22828549499398,-42.116513065351384,-85.60877083870417,-121.85129255839932,-82.5504113957462,0
188,21,1,19.90111606261238,86.26313828785067,78.4975676084638,-89.83455011130444,28.622839410189087,-1.1567912257573996,1
189,21,6,17.068487840844856,-146.98641463753276,-120.02886217064062,66.94737051065749,-90.37931195258928,-75.19863854452046,0
190,22,14,169.05613299071098,42.19639057229685,-5.99232748902685,72.3931161928744,-166.2063633770663,214.21768571500826,0
191,23,27,2.762154404693209,197.10505020860737,-163.82011526670334,177.83506018186264,92.10116314640263,23.270767673445363,2
192,21,23,152.28618431447444,124.2854434502132,68.86758979659359,-107.66136447802042,-37.09631879927549,49.55277052853776,1
193,19,19,8.800445591765829,-22.239578388220355,11.433002035078898,221.05770156090364,111.04221867508824,-2.1899480441882235,0
194,21,40,-15.128244549569613,95.31918317121901,60.06692009789847,-94.58195140717994,-10.394718913430028,-50.48772688161732,1
195,20,14,44.82832951450838,-138.03911323954722,-62.282860768162884,122.21381291524547,16.400832316252746,20.150244488186893,0
196,21,0,-104.68325799657046,-62.98843021289494,-80.73232430972837,-100.98664373393622,-101.17365576360875,-12.712050790290236,1
197,22,16,-195.78571734912182,177.71677565920984,24.93154139038466,-51.782990268842745,86.63220226515837,-136.45096275115293,2
198,18,31,38.59938171882044,-3.7923648445298275,199.5227317848724,330.97390132293265,5.755912558113182,54.683543734339835,0
199,11,50,-23.792836647143737,87.36090678104058,-56.183652292171885,-161.4572194244524,59.79566443242472,-89.27205426950313,1
200,21,6,54.308393086270016,-87.55261400404034,36.894234558428444,37.63955369885264,-79.51624412341485,-16.925989763377284,1
201,22,57,73.18518900991465,26.044242758668222,-74.10049209554049,-50.85937524618167,12.292495440003766,51.55461245657171,0
202,21,30,-252.23305619277957,-60.014014276062774,-118.90796852299704,52.82695955870784,30.688456092718297,123.5558771399667,1
203,19,45,-87.78834220388423,146.79993768005437,23.972950513297718,-61.416355452463065,-3.580789343338349,-52.50311855516162,0
204,18,36,-114.70829191199172,-97.03912973166166,-122.2898727050622,150.52519531621894,-53.065402124837455,5.7607759962430425,0
205,2,14,-139.8391025541515,-153.01283938909123,58.70337017537122,-112.8722159139703,12.34328720289965,-75.3317620907442,1
206,22,50,14.195421400897407,-93.02314139089599,79.80989761310539,52.20725030969279,-177.66995168974165,106.34089814764249,0
207,18,55,60.185312631956165,99.78792443710978,24.000628259243882,60.24317135355979,-49.335959017692566,37.3090019925706,0
208,21,9,39.73677373638564,-449.0667854788905,-276.11976689193637,204.75996841798997,-102.5862957793519,52.465945748714816,0
209,20,33,-57.04499742880286,89.1568763452822,-70.87261011509315,-18.319592304612108,-136.9874492506607,-54.48261542959639,0
210,20,37,-222.24669819219267,11.07247803419562,-16.10351909981401,-7.322120355499962,35.6545403441746,-144.8616341720059,0
211,15,0,-44.27004290661249,-288.9085983116775,-104.44439198055495,190.7221977050695,-93.3396157668809,48.54003481771144,0
212,21,11,-154.32082746554164,-152.68571173055133,-102.0624173219105,165.11278759481786,38.482050045093644,159.66696180934034,0
213,21,35,-89.21796466017013,-118.26691744536618,84.02166657908585,205.64884018456254,-141.08681521534194,91.47182853373398,0
214,21,5,12.415991927463468,-5.25006403097027,-100.80468981434134,-97.59071845702283,50.032650652559155,60.59903527614184,0
215,15,8,26.496141134661833,137.18771518330087,124.75409295674473,-86.76504463946935,14.372403410217116,-61.89442238430472,1
216,22,5,141.92650616462504,-51.72782298642817,-10.864995606564642,182.30170441667084,143.5003150411026,40.08851340945036,0
217,19,29,-145.4780340083785,-31.74840776476581,110.18201877577447,203.07863828967712,8.336134268671753,-62.1713887206696,0
218,20,34,152.45680492627852,-48.124906570283876,-80.42989500205795,120.90208056804268,-70.48113783724779,9.070930818121559,0
219,20,32,-124.20288062286804,-172.41915804283923,-71.0185563984334,180.87702450420758,-54.60424351466832,-19.197719017137743,0
220,21,8,80.87968650631109,240.82869787796386,114.45968411951037,-174.61917465965723,177.8129538356495,61.080473960267256,1
221,21,36,-69.32946238295827,-175.62585744644255,89.44640405878216,-73.57619433857245,100.08856663492315,-13.956941257312474,1
222,22,29,-45.12877567585899,-59.83740612867634,-103.2702080247823,47.61032734546406,16.91599295066114,-17.6374615731561,0
223,21,40,88.20870734235717,-93.69668504291504,-93.10903742977514,63.89206869770685,58.9842529634988,-99.62556977718435,0
224,20,29,-18.58890951894828,376.36726104785873,173.22542743378332,-199.2215015460199,67.31746110265505,-171.15682193267128,0
225,21,53,52.04886043259152,-153.9287207203258,-156.86800795343188,123.65479170692622,106.7598623799851,-5.234318823787043,0
226,21,34,-19.142344468029457,88.6292965226539,90.85471656473369,-59.497195576563456,-34.78591543386676,-7.782362376065296,1
227,21,9,-127.17579321720132,-139.77966705799457,-151.92900268542525,99.9954012748038,187.2807744293305,146.82399123513153,0
228,21,18,2.7242604763872977,272.3439250813622,-24.967583029422624,-245.30161805010556,189.61762023553734,104.49303197757675,1
229,21,38,44.24019538427807,153.7746720183405,186.17752806169105,-76.72951548415747,24.25960128367741,72.29883480932097,1
230,21,15,-90.37782299667927,-106.25465439066852,-13.456843668845487,-82.49202544122294,-169.51471201357177,-181.29272409083353,0
231,18,49,138.71736000019212,125.23009969580627,-96.79242641575576,53.08705044314971,-50.55216234611447,175.00124942519258,2
232,22,39,-5.32988205394899,-158.7510896067178,241.4461931229968,206.58444679748783,29.508015177062063,94.25747957338118,0
